-4.817643077670749108e+01,-4.877128048006890282e+01,-4.864240106597969060e+01,-5.415908212774596109e+01,-4.959911397082414908e+01,-4.785837262425434346e+01,-4.687328442257187788e+01,-5.015991300432799704e+01,-4.566402856713086322e+01,-4.916735673182284216e+01,-4.761140048618128873e+01,-5.149755082648017179e+01,-4.716898097586172156e+01,-5.069669005014820584e+01,-4.656286502546357298e+01,-4.870461049289071553e+01,-5.228469918967356733e+01,-4.656275131744219919e+01,-4.687060156236090336e+01,-5.024983300087496474e+01
-4.117284654039137592e+01,-4.322300773898310666e+01,-4.457050974937389043e+01,-4.256302018953033439e+01,-4.204299316276416931e+01,-4.255763243272094343e+01,-4.179451188937137118e+01,-4.050653512191048833e+01,-4.088124052153277432e+01,-4.099389125322270644e+01,-4.142066673750448302e+01,-3.974489634031824181e+01,-4.372083152829738140e+01,-4.183424175731951067e+01,-4.054852351344300843e+01,-4.214526440972512944e+01,-4.146880561169017909e+01,-4.259647764115683799e+01,-4.225514270427360231e+01,-4.111089629925572098e+01
-3.869916293078428993e+01,-4.149397353073349137e+01,-4.468459339484948600e+01,-4.314558885093149598e+01,-4.039987737334440254e+01,-4.106417335832566806e+01,-3.882868531422206360e+01,-4.394773301917821584e+01,-4.214065616808795767e+01,-4.013960288106818552e+01,-3.995694882851159946e+01,-3.769944982986843485e+01,-4.484590727277867472e+01,-4.464591625486061588e+01,-4.312674011597589896e+01,-3.993208000460526819e+01,-3.971359786613800225e+01,-4.398615436670023371e+01,-4.060025792375259357e+01,-4.029822122095633574e+01
-4.045376576728601492e+01,-3.884141809086089836e+01,-4.853756717541801891e+01,-4.066756097997502906e+01,-4.898402694309426408e+01,-5.045275064425328537e+01,-4.652374864551385514e+01,-5.222564730560741708e+01,-4.787442149820974890e+01,-4.690053083961573321e+01,-4.602747507882654077e+01,-3.869665970702694580e+01,-5.080250440162873815e+01,-5.178848601064951396e+01,-4.911982688842471845e+01,-4.501664048476526148e+01,-4.492396935487536069e+01,-4.703442915902589760e+01,-4.420214075614302374e+01,-4.921073110618421254e+01
-3.463006868407688188e+01,-2.683480156375648207e+01,-2.780723981611915718e+01,-2.973903053500804461e+01,-4.932336167057221843e+01,-5.232548238652176309e+01,-3.867042960084474856e+01,-4.173544218842471309e+01,-3.204482780727695967e+01,-3.127957283096622731e+01,-3.127661566418635530e+01,-2.627397792635047580e+01,-4.545428033354627928e+01,-5.272615386366737056e+01,-4.493670390538090942e+01,-3.982151374929097898e+01,-3.845432293622456399e+01,-4.551719489241470740e+01,-4.097336507870332412e+01,-3.761982504256544502e+01
-3.064941745248217231e+01,-2.202210587897759098e+01,-1.542491303641200062e+01,-2.244401863596311841e+01,-4.960457736101791681e+01,-4.298924761483571189e+01,-2.195862442040640516e+01,-1.858571891769192064e+01,-1.892123802458527848e+01,-1.829945113028009729e+01,-1.941957737710012211e+01,-2.391642203594782146e+01,-4.753864542611616884e+01,-5.185423531936593378e+01,-3.187206529065709404e+01,-1.867119053743924439e+01,-1.232490215803991518e+01,-1.265565589077339936e+01,-1.249775775762640606e+01,-1.358751942042671246e+01
-3.334804910945028666e+01,-3.009855490705498227e+01,-2.215191269453874057e+01,-2.585211826862234119e+01,-5.063833704105201150e+01,-4.610549956556051399e+01,-1.670307730245475142e+01,-1.655963154001419468e+01,-1.971632138408168089e+01,-2.223792204193727784e+01,-2.069880452481237398e+01,-2.402610399940346753e+01,-5.296724671137282314e+01,-5.058013891474418244e+01,-2.972942770420920411e+01,-1.612738304057241123e+01,-9.882581752421174315e+00,-1.024330717982281946e+01,-1.544976574770267419e+01,-1.366904482584459402e+01
-2.762993618835105991e+01,-2.995671949363346798e+01,-3.946276710618958106e+01,-4.461757293890985920e+01,-4.951183386686104626e+01,-4.723040637926996510e+01,-2.016718949122089910e+01,-2.523473710464668684e+01,-3.597877156381316155e+01,-4.754736261721325974e+01,-3.556659841908884090e+01,-3.913027557147767510e+01,-5.313814162085738957e+01,-5.211083746055318500e+01,-2.908557674208185162e+01,-2.182502048887810631e+01,-1.668660195177562144e+01,-2.243730288518803917e+01,-2.358054195179586543e+01,-2.740118126549754862e+01
-3.157845244764722992e+01,-3.833199697221620283e+01,-5.006166584380044071e+01,-5.143991551374840299e+01,-6.498597230098842203e+01,-5.143943073760756590e+01,-2.560621251849688917e+01,-4.196282645010324330e+01,-4.648098318249897432e+01,-5.716271673455393199e+01,-4.963076893366696396e+01,-5.004693431075782684e+01,-5.849000622187899978e+01,-5.878470434896055963e+01,-3.182245484527817325e+01,-3.521278887053576767e+01,-3.666192675390077227e+01,-4.985966042890950689e+01,-3.887335629379639101e+01,-4.899917442544865764e+01
-3.496734551844348005e+01,-3.109485139848417390e+01,-4.587414577742920585e+01,-4.131324805026972058e+01,-6.212252541286854779e+01,-5.291537327468319774e+01,-2.486545653216836982e+01,-4.709407559147661004e+01,-4.629737508189738548e+01,-5.226373819500503970e+01,-4.812087546314339903e+01,-4.242384505856297494e+01,-5.171941788027071851e+01,-5.562893471049738281e+01,-3.276663206108155890e+01,-3.286868107273768658e+01,-3.998297480607544685e+01,-4.624835048801161008e+01,-4.045846197203547945e+01,-5.385610227957575091e+01
